family	anchor	alpha	beta	relation	n	degree	best_pieces	accepted	min_coeff	fail_piece	value_at_0	value_at_1	endpoint_falsified	expected
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	1	2	1	true	0	-1	0	3/8	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	1	2	0	false	-4/45	-2	-4/45	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	2	4	0	false	-32/1575	-2	-32/1575	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	2	4	2	true	0	-1	0	15/64	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	2	4	2	true	0	-1	0	15/64	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	2	4	0	false	-32/1575	-2	-32/1575	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	3	6	0	false	-256/33075	-2	-256/33075	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	3	6	2	true	0	-1	0	175/1024	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	3	6	2	true	0	-1	0	175/1024	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	3	6	0	false	-256/33075	-2	-256/33075	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	4	8	0	false	-4096/1091475	-2	-4096/1091475	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	4	8	2	true	0	-1	0	2205/16384	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	4	8	2	true	0	-1	0	2205/16384	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	4	8	0	false	-4096/1091475	-2	-4096/1091475	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	5	10	0	false	-65536/31216185	-2	-65536/31216185	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	5	10	2	true	0	-1	0	14553/131072	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	5	10	2	true	0	-1	0	14553/131072	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	5	10	0	false	-65536/31216185	-2	-65536/31216185	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	6	12	0	false	-524288/405810405	-2	-524288/405810405	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	6	12	4	true	0	-1	0	99099/1048576	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	6	12	4	true	0	-1	0	99099/1048576	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	6	12	0	false	-524288/405810405	-2	-524288/405810405	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	7	14	0	false	-4194304/4927697775	-2	-4194304/4927697775	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	7	14	4	true	0	-1	0	2760615/33554432	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	7	14	4	true	0	-1	0	2760615/33554432	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	7	14	0	false	-4194304/4927697775	-2	-4194304/4927697775	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	8	16	0	false	-134217728/227378054475	-2	-134217728/227378054475	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	8	16	4	true	0	-1	0	78217425/1073741824	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	8	16	4	true	0	-1	0	78217425/1073741824	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	8	16	0	false	-134217728/227378054475	-2	-134217728/227378054475	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	9	18	0	false	-4294967296/10080427081725	-2	-4294967296/10080427081725	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	9	18	4	true	0	-1	0	561427295/8589934592	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	9	18	4	true	0	-1	0	561427295/8589934592	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	9	18	0	false	-4294967296/10080427081725	-2	-4294967296/10080427081725	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	10	20	0	false	-34359738368/108196584010515	-2	-34359738368/108196584010515	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	10	20	4	true	0	-1	0	4072899831/68719476736	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	10	20	4	true	0	-1	0	4072899831/68719476736	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	10	20	0	false	-34359738368/108196584010515	-2	-34359738368/108196584010515	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	11	22	0	false	-274877906944/1131146105564475	-2	-274877906944/1131146105564475	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	11	22	4	true	0	-1	0	59612442981/1099511627776	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	11	22	4	true	0	-1	0	59612442981/1099511627776	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	11	22	0	false	-274877906944/1131146105564475	-2	-274877906944/1131146105564475	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	12	24	0	false	-4398046511104/23137079432000625	-2	-4398046511104/23137079432000625	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	12	24	4	true	0	-1	0	878901402925/17592186044416	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	12	24	4	true	0	-1	0	878901402925/17592186044416	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	12	24	0	false	-4398046511104/23137079432000625	-2	-4398046511104/23137079432000625	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	13	26	0	false	-70368744177664/464521363980935625	-2	-70368744177664/464521363980935625	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	13	26	4	true	0	-1	0	6519323593125/140737488355328	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	13	26	4	true	0	-1	0	6519323593125/140737488355328	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	13	26	0	false	-70368744177664/464521363980935625	-2	-70368744177664/464521363980935625	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	14	28	0	false	-562949953421312/4589062705701770625	-2	-562949953421312/4589062705701770625	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	14	28	8	true	0	-1	0	48615527365875/1125899906842624	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	14	28	8	true	0	-1	0	48615527365875/1125899906842624	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	14	28	0	false	-562949953421312/4589062705701770625	-2	-562949953421312/4589062705701770625	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	15	30	0	false	-4503599627370496/44710582361265822375	-2	-4503599627370496/44710582361265822375	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	15	30	8	true	0	-1	0	2913690606794775/72057594037927936	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	15	30	8	true	0	-1	0	2913690606794775/72057594037927936	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	15	30	0	false	-4503599627370496/44710582361265822375	-2	-4503599627370496/44710582361265822375	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	16	32	0	false	-288230376151711744/3442714841817468322875	-2	-288230376151711744/3442714841817468322875	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	16	32	8	true	0	-1	0	175335617103003225/4611686018427387904	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	16	32	8	true	0	-1	0	175335617103003225/4611686018427387904	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	16	32	0	false	-288230376151711744/3442714841817468322875	-2	-288230376151711744/3442714841817468322875	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	17	34	0	false	-18446744073709551616/262253865891389498713125	-2	-18446744073709551616/262253865891389498713125	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	17	34	8	true	0	-1	0	1323612011463847875/36893488147419103232	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	17	34	8	true	0	-1	0	1323612011463847875/36893488147419103232	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	17	34	0	false	-18446744073709551616/262253865891389498713125	-2	-18446744073709551616/262253865891389498713125	0	true	outside_cone
jacobi_turan_gasper_cone	right	1/2	0	alpha_gt_beta	18	36	0	false	-147573952589676412928/2473413911642320566294375	-2	-147573952589676412928/2473413911642320566294375	0	true	outside_cone
jacobi_turan_gasper_cone	left	1/2	0	alpha_gt_beta	18	36	8	true	0	-1	0	10023845349974754375/295147905179352825856	false	positive_claim
jacobi_turan_gasper_cone	oriented	1/2	0	alpha_gt_beta	18	36	8	true	0	-1	0	10023845349974754375/295147905179352825856	false	positive_claim
jacobi_turan_gasper_cone	wrong	1/2	0	alpha_gt_beta	18	36	0	false	-147573952589676412928/2473413911642320566294375	-2	-147573952589676412928/2473413911642320566294375	0	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	1	2	1	true	0	-1	3/8	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	1	2	0	false	-4/45	-2	0	-4/45	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	1	2	1	true	0	-1	3/8	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	1	2	0	false	-4/45	-2	0	-4/45	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	2	4	2	true	0	-1	15/64	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	2	4	0	false	-32/1575	-2	0	-32/1575	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	2	4	2	true	0	-1	15/64	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	2	4	0	false	-32/1575	-2	0	-32/1575	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	3	6	2	true	0	-1	175/1024	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	3	6	0	false	-256/33075	-2	0	-256/33075	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	3	6	2	true	0	-1	175/1024	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	3	6	0	false	-256/33075	-2	0	-256/33075	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	4	8	2	true	0	-1	2205/16384	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	4	8	0	false	-4096/1091475	-2	0	-4096/1091475	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	4	8	2	true	0	-1	2205/16384	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	4	8	0	false	-4096/1091475	-2	0	-4096/1091475	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	5	10	2	true	0	-1	14553/131072	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	5	10	0	false	-65536/31216185	-2	0	-65536/31216185	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	5	10	2	true	0	-1	14553/131072	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	5	10	0	false	-65536/31216185	-2	0	-65536/31216185	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	6	12	4	true	0	-1	99099/1048576	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	6	12	0	false	-524288/405810405	-2	0	-524288/405810405	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	6	12	4	true	0	-1	99099/1048576	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	6	12	0	false	-524288/405810405	-2	0	-524288/405810405	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	7	14	4	true	0	-1	2760615/33554432	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	7	14	0	false	-4194304/4927697775	-2	0	-4194304/4927697775	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	7	14	4	true	0	-1	2760615/33554432	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	7	14	0	false	-4194304/4927697775	-2	0	-4194304/4927697775	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	8	16	4	true	0	-1	78217425/1073741824	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	8	16	0	false	-134217728/227378054475	-2	0	-134217728/227378054475	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	8	16	4	true	0	-1	78217425/1073741824	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	8	16	0	false	-134217728/227378054475	-2	0	-134217728/227378054475	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	9	18	4	true	0	-1	561427295/8589934592	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	9	18	0	false	-4294967296/10080427081725	-2	0	-4294967296/10080427081725	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	9	18	4	true	0	-1	561427295/8589934592	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	9	18	0	false	-4294967296/10080427081725	-2	0	-4294967296/10080427081725	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	10	20	4	true	0	-1	4072899831/68719476736	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	10	20	0	false	-34359738368/108196584010515	-2	0	-34359738368/108196584010515	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	10	20	4	true	0	-1	4072899831/68719476736	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	10	20	0	false	-34359738368/108196584010515	-2	0	-34359738368/108196584010515	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	11	22	4	true	0	-1	59612442981/1099511627776	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	11	22	0	false	-274877906944/1131146105564475	-2	0	-274877906944/1131146105564475	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	11	22	4	true	0	-1	59612442981/1099511627776	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	11	22	0	false	-274877906944/1131146105564475	-2	0	-274877906944/1131146105564475	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	12	24	4	true	0	-1	878901402925/17592186044416	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	12	24	0	false	-4398046511104/23137079432000625	-2	0	-4398046511104/23137079432000625	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	12	24	4	true	0	-1	878901402925/17592186044416	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	12	24	0	false	-4398046511104/23137079432000625	-2	0	-4398046511104/23137079432000625	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	13	26	4	true	0	-1	6519323593125/140737488355328	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	13	26	0	false	-70368744177664/464521363980935625	-2	0	-70368744177664/464521363980935625	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	13	26	4	true	0	-1	6519323593125/140737488355328	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	13	26	0	false	-70368744177664/464521363980935625	-2	0	-70368744177664/464521363980935625	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	14	28	8	true	0	-1	48615527365875/1125899906842624	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	14	28	0	false	-562949953421312/4589062705701770625	-2	0	-562949953421312/4589062705701770625	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	14	28	8	true	0	-1	48615527365875/1125899906842624	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	14	28	0	false	-562949953421312/4589062705701770625	-2	0	-562949953421312/4589062705701770625	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	15	30	8	true	0	-1	2913690606794775/72057594037927936	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	15	30	0	false	-4503599627370496/44710582361265822375	-2	0	-4503599627370496/44710582361265822375	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	15	30	8	true	0	-1	2913690606794775/72057594037927936	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	15	30	0	false	-4503599627370496/44710582361265822375	-2	0	-4503599627370496/44710582361265822375	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	16	32	8	true	0	-1	175335617103003225/4611686018427387904	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	16	32	0	false	-288230376151711744/3442714841817468322875	-2	0	-288230376151711744/3442714841817468322875	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	16	32	8	true	0	-1	175335617103003225/4611686018427387904	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	16	32	0	false	-288230376151711744/3442714841817468322875	-2	0	-288230376151711744/3442714841817468322875	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	17	34	8	true	0	-1	1323612011463847875/36893488147419103232	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	17	34	0	false	-18446744073709551616/262253865891389498713125	-2	0	-18446744073709551616/262253865891389498713125	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	17	34	8	true	0	-1	1323612011463847875/36893488147419103232	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	17	34	0	false	-18446744073709551616/262253865891389498713125	-2	0	-18446744073709551616/262253865891389498713125	true	outside_cone
jacobi_turan_gasper_cone	right	0	1/2	beta_gt_alpha	18	36	8	true	0	-1	10023845349974754375/295147905179352825856	0	false	positive_claim
jacobi_turan_gasper_cone	left	0	1/2	beta_gt_alpha	18	36	0	false	-147573952589676412928/2473413911642320566294375	-2	0	-147573952589676412928/2473413911642320566294375	true	outside_cone
jacobi_turan_gasper_cone	oriented	0	1/2	beta_gt_alpha	18	36	8	true	0	-1	10023845349974754375/295147905179352825856	0	false	positive_claim
jacobi_turan_gasper_cone	wrong	0	1/2	beta_gt_alpha	18	36	0	false	-147573952589676412928/2473413911642320566294375	-2	0	-147573952589676412928/2473413911642320566294375	true	outside_cone
jacobi_turan_gasper_cone	right	1	0	alpha_gt_beta	1	2	0	false	-1/12	-2	-1/12	0	true	outside_cone
jacobi_turan_gasper_cone	left	1	0	alpha_gt_beta	1	2	1	true	0	-1	0	1	false	positive_claim
jacobi_turan_gasper_cone	oriented	1	0	alpha_gt_beta	1	2	1	true	0	-1	0	1	false	positive_claim
jacobi_turan_gasper_cone	wrong	1	0	alpha_gt_beta	1	2	0	false	-1/12	-2	-1/12	0	true	outside_cone
jacobi_turan_gasper_cone	right	1	0	alpha_gt_beta	2	4	0	false	-1/72	-2	-1/72	0	true	outside_cone
